,text,Explanations,labels
1252,“i am feeling very desperate lately. Im just so tired of fighting.”,"feeling very desperate, so tired of fighting",5
1253,“There is just so much pressure that I feel like just giving up but I have a family”,"so much pressure, just giving up",2
1254,“Struggling very lost and confused. Been to hospital earlier this year but I didn’t continue with the medication I was put on while in there.”,"didn’t continue with the medication,",3
1255,"“Most nights i have a lot of trouble sleeping I feel foggy, depressed and anxious sometimes odd. No matter how hard I try to sleep i can't.”","lot of trouble sleeping, No matter how hard I try to sleep i can’t, feel foggy,",3
1256,"“My husband's family, his mother (F53), father (M67), initially did not accept me as a daughter in law. They used to taunt me, insult me in subtle and obvious ways. Sometimes in front of my husband and sometimes behind his back. I always wanted to share my feelings with my husband but he used to get defensive. Didn't stand up for me for an entire year. ”","Taunt, insult me in subtle and obvious ways, wanted to share my feelings with my husband, didn’t stand up for me for an entire year,",4
1257,“I have driving anxiety and couldn't do specific drives and I'd also wanted to move interstate.”,"Driving anxiety, ",3
1258,"“I had a short fuse, I thought everyone was out to get me. It's a very exhausting way to live, I did get medication and time did heal but the need to look over my shoulder is a hard thing to conquer”","Medication, short fuse,",3
1259,"“I sometimes have dreams about him and wake up crying and when I think about him, it makes me emotional, like right now.”","wake up crying, emotional",5
1260,"""my child is having anxiety going School and very emotional""","having anxiety, very emotional,",5
1261,"“I have emetephobia and my child is ill and this is the second time in a month, lots of anxiety and triggers”",anxiety and triggers,5
1262,"“I couldn't keep it in me no more, i have been hurting so much these last few weeks.”","couldn't keep it in me no more, hurting so much,",5
1263,"“I always knew that I was the black sheep of the family. In my father's eyes I couldn't mount to anything, I was a big disappointment to him.”","black sheep of the family, In my father's eyes I couldn't mount to anything, big disappointment to him,",4
1264,"“He instead sits in bed all day, sleeps, smokes cigarettes inside, doesn't take his medications correctly, does not do any physio, does not organise or help organise some assistance for him, does not eat all day or otherwise orders takeaway meals regularly after buying good food for him.”","sits in bed all day, sleeps, smokes cigarettes, doesn't take his medications correctly, does not do any physio, does not eat all day, ",3
1265,"“A few might remember my ongoing thread about gf and her situation, us and the rest. Sadly though, we've broken up after all that.l'm 59 now, just feels hopeless.”","We’ve broken up, feels hopeless,",4
1266,“when I was diagnosed with juvenile rheumatoid arthritis at 16 (first of many auto-immune diseases) I pig-headedly decided to forge on and pretend I didn't have it until it was too late and the damage had been done.”,"diagnosed with juvenile rheumatoid arthritis, auto-immune diseases, ",3
1267,"""Our sex life has taken a nose dive, I mean it is non-existent.""","sex life has taken a nose dive, ",3
1268,"""I have a headache right now.""","headache,",3
1269,“I am also struggling with home life.”,"struggling with home life,",4
1270,“I know I need help but can’t afford specialists. I read ‘do this’ and ‘think that’….. if it was that easy I’d do it and think it… wrong side of 50 these days and the future is terrifying”,"need help, can’t afford, future is terrifying",5
1271,"I have been having issues with the people in the house behind me since I bought my house 15 years ago. They like to play their music loud and the bass beat is inescapable. They also tend to attract a lot of like-minded people and enjoy large loud gatherings in their backyard which might as well be in my house as my thin fibro walls are no defence against it. It wouldn't bother some people, I know, but it does me. It feels like they are denying my right to exist, that my needs don't count for anything which leads me to feel angry but also sad and pathetic.","Having issues, people, bother, denying my right to exist, my needs don’t count, angry, pathetic",4
1272,“I've been on so many different medications and overdosed on almost all of them with an intent to kill myself.”,"I've been on so many different medications, ",3
